lat;lng;desc;zip;title;timeStamp;twp;addr;e
40.2519298;-75.6804190;"HOWARD ST & RICE ST; WEST POTTSGROVE; 2015-12-12 @ 23:40:40-Station:STA57;";19464;Fire: GAS-ODOR/LEAK;42350,98657;WEST POTTSGROVE;HOWARD ST & RICE ST;1
40.3197376;-75.6100761;"PHILADELPHIA AVE & CONGO RD;  DOUGLASS; Station 332; 2015-12-12 @ 23:42:46;";19525;EMS: SUBJECT IN PAIN;42350,98803;DOUGLASS;PHILADELPHIA AVE & CONGO RD;1
40.1152488;-75.3413789;"DEKALB ST; NORRISTOWN; 2015-12-12 @ 23:46:28-Station:STA27;";;Fire: VEHICLE ACCIDENT;42350,9906;NORRISTOWN;DEKALB ST;1
40.1199455;-75.3383214;"DEKALB ST & E ELM ST; NORRISTOWN; 2015-12-12 @ 23:48:54;";19401;Traffic: VEHICLE ACCIDENT -;42350,99229;NORRISTOWN;DEKALB ST & E ELM ST;1
40.1152488;-75.3413789;"DEKALB ST;  NORRISTOWN; Station 308A; 2015-12-12 @ 23:51:51;";;EMS: VEHICLE ACCIDENT;42350,99434;NORRISTOWN;DEKALB ST;1
40.1585374;-75.2141231;"ARGYLE AVE & S BETHLEHEM PIKE;  UPPER DUBLIN; Station 351; 2015-12-13 @ 00:06:54;";19002;EMS: FEVER;42351,00479;UPPER DUBLIN;ARGYLE AVE & S BETHLEHEM PIKE;1
40.1192425;-75.3388066;"DEKALB ST & E JACOBY ST; NORRISTOWN; 2015-12-12 @ 23:46:28-Station:STA27;";19401;Fire: VEHICLE ACCIDENT;42350,9906;NORRISTOWN;DEKALB ST & E JACOBY ST;1
40.1192425;-75.3388066;"DEKALB ST & E JACOBY ST; NORRISTOWN; 2015-12-12 @ 23:48:54;";19401;Traffic: VEHICLE ACCIDENT -;42350,99229;NORRISTOWN;DEKALB ST & E JACOBY ST;1
40.2560369;-75.5927008;"BUCHERT RD & LAUREL WAY;  LOWER POTTSGROVE; Station 329; 2015-12-13 @ 00:17:59;";19464;EMS: SEIZURES;42351,01249;LOWER POTTSGROVE;BUCHERT RD & LAUREL WAY;1
40.1147142;-75.3399519;"AIRY ST & HIGH ALY;  NORRISTOWN; Station 308A; 2015-12-13 @ 00:17:25;";19401;EMS: SUBJECT IN PAIN;42351,01209;NORRISTOWN;AIRY ST & HIGH ALY;1
40.2324451;-75.7107803;"HONEYSUCKLE LN & UNIONVILLE RD;  CHESTER COUNTY; Station 3A84; 2015-12-13 @ 00:23:41;";19465;EMS: GENERAL WEAKNESS;42351,01645;CHESTER COUNTY;HONEYSUCKLE LN & UNIONVILLE RD;1
40.1112110;-75.4261850;"PARK LN & VALLEY LN;  LOWER PROVIDENCE; Station 322A; 2015-12-13 @ 00:22:03;";19403;EMS: OVERDOSE;42351,01531;LOWER PROVIDENCE;PARK LN & VALLEY LN;1
40.1112110;-75.4261850;"PARK LN & VALLEY LN;  LOWER PROVIDENCE; Station 322A; 2015-12-13 @ 00:22:03;";19403;EMS: OVERDOSE;42351,01531;LOWER PROVIDENCE;PARK LN & VALLEY LN;1
40.3504055;-75.4830196;"WILLOW DR & MAPLE DR;  MARLBOROUGH; Station 344A; 2015-12-13 @ 00:35:23;";18054;EMS: HEMORRHAGING;42351,02457;MARLBOROUGH;WILLOW DR & MAPLE DR;1
40.2410527;-75.2688808;"LANSDALE AVE & E 7TH ST;  LANSDALE; Station 345; 2015-12-13 @ 00:51:07;";19446;EMS: HEMORRHAGING;42351,0355;LANSDALE;LANSDALE AVE & E 7TH ST;1
40.0792766;-75.3015714;"POPLAR ST & RR CROSSING; CONSHOHOCKEN; 2015-12-13 @ 00:51:36;";;Traffic: DISABLED VEHICLE -;42351,03583;CONSHOHOCKEN;POPLAR ST & RR CROSSING;1
40.1180522;-75.1143739;"HUNTINGDON RD & WOODLAND RD; ABINGTON; 2015-12-13 @ 01:09:52-Station:STA100;";19001;Fire: FIRE ALARM;42351,04852;ABINGTON;HUNTINGDON RD & WOODLAND RD;1
40.1150423;-75.3312461;"HIGH ST & E OAK ST;  NORRISTOWN; Station 308A; 2015-12-13 @ 01:27:38;";19401;EMS: RESPIRATORY EMERGENCY;42351,06086;NORRISTOWN;HIGH ST & E OAK ST;1
40.1772388;-75.2878548;"CANTERBURY CT & CANTERBURY LN;  WHITPAIN; Station 385; 2015-12-13 @ 01:38:40;";19422;EMS: CVA/STROKE;42351,06852;WHITPAIN;CANTERBURY CT & CANTERBURY LN;1
40.0731780;-75.3021510;"HECTOR ST & POPLAR ST;  CONSHOHOCKEN; Station 313A; 2015-12-13 @ 01:52:06;";19428;EMS: CARDIAC EMERGENCY;42351,07785;CONSHOHOCKEN;HECTOR ST & POPLAR ST;1
40.4047073;-75.4989527;"WASHINGTON ST & 2ND ST;  EAST GREENVILLE; Station 369; 2015-12-13 @ 01:52:43;";18041;EMS: CARDIAC EMERGENCY;42351,07828;EAST GREENVILLE;WASHINGTON ST & 2ND ST;1
40.1349001;-75.0618234;"HUNTINGDON PIKE & CATHEDRAL RD;  BRYN ATHYN; Station 355; 2015-12-13 @ 02:04:28;";19006;EMS: CARDIAC EMERGENCY;42351,08644;BRYN ATHYN;HUNTINGDON PIKE & CATHEDRAL RD;1
40.1571580;-75.1223020;"EASTON RD & KNOCK N KNOLL CIR; UPPER MORELAND; 2015-12-13 @ 02:09:20;";19090;Traffic: DISABLED VEHICLE -;42351,08981;UPPER MORELAND;EASTON RD & KNOCK N KNOLL CIR;1
40.1274502;-75.3618445;"MARSHALL ST & N MONTGOMERY AVE;  WEST NORRITON; Station 308B; 2015-12-13 @ 02:33:58;";19403;EMS: BACK PAINS/INJURY;42351,10692;WEST NORRITON;MARSHALL ST & N MONTGOMERY AVE;1
40.2605317;-75.3995089;"WINDSOR DR & DEAD END;  LOWER SALFORD; Station 344; 2015-12-13 @ 02:39:56;";;EMS: FEVER;42351,11106;LOWER SALFORD;WINDSOR DR & DEAD END;1
40.2054756;-75.3529714;"SKIPPACK PIKE & MEADOWOOD DR;  WORCESTER; Station 336; 2015-12-13 @ 02:41:48;";19446;EMS: RESPIRATORY EMERGENCY;42351,11236;WORCESTER;SKIPPACK PIKE & MEADOWOOD DR;1
40.1004231;-75.2070644;"RECH AVE & DEAD END;  SPRINGFIELD; Station 311; 2015-12-13 @ 03:06:51;";;EMS: RESPIRATORY EMERGENCY;42351,12976;SPRINGFIELD;RECH AVE & DEAD END;1
40.0087808;-75.2229398;"RIGHTERS FERRY RD & LINDY LN;  LOWER MERION; Station 313; 2015-12-13 @ 03:13:36;";19004;EMS: LACERATIONS;42351,13444;LOWER MERION;RIGHTERS FERRY RD & LINDY LN;1
40.2472977;-75.6552283;"KING ST & MANATAWNY ST;  POTTSTOWN; Station 329; 2015-12-13 @ 03:15:32;";19464;EMS: OVERDOSE;42351,13579;POTTSTOWN;KING ST & MANATAWNY ST;1
40.2948168;-75.5379720;"BIG RD & COLONIAL RD;  UPPER FREDERICK; Station 331; 2015-12-13 @ 03:14:03;";18074;EMS: FALL VICTIM;42351,13476;UPPER FREDERICK;BIG RD & COLONIAL RD;1
40.1508958;-75.1274376;"FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2015-12-13 @ 03:16:05;";19090;EMS: NAUSEA/VOMITING;42351,13617;UPPER MORELAND;FITZWATERTOWN RD & BARTRAM RD;1
40.2478721;-75.6437149;"WALNUT ST & N FRANKLIN ST;  POTTSTOWN; Station 329; 2015-12-13 @ 03:17:02;";19464;EMS: ASSAULT VICTIM;42351,13683;POTTSTOWN;WALNUT ST & N FRANKLIN ST;1
40.1190610;-75.3538540;"MAIN ST & HAWS AVE;  NORRISTOWN; Station 308A; 2015-12-13 @ 03:22:14;";19401;EMS: SUBJECT IN PAIN;42351,14044;NORRISTOWN;MAIN ST & HAWS AVE;1
40.1285040;-75.1598808;"NORTH HILLS AVE;  ABINGTON; Station 383; 2015-12-13 @ 03:30:46;";;EMS: UNCONSCIOUS SUBJECT;42351,14637;ABINGTON;NORTH HILLS AVE;1
40.2390213;-75.5406897;"RIDGE PIKE & LAKESIDE DR; LIMERICK; 2015-12-13 @ 04:20:38-Station:STA54;";19468;Fire: BUILDING FIRE;42351,181;LIMERICK;RIDGE PIKE & LAKESIDE DR;1
40.1020187;-75.1533235;"MT CARMEL AVE & ROBERTS AVE; CHELTENHAM; 2015-12-13 @ 04:22:40-Station:STA1;";19038;Fire: FIRE ALARM;42351,18241;CHELTENHAM;MT CARMEL AVE & ROBERTS AVE;1
40.1203120;-75.3570720;"MAIN ST & NOBLE ST; NORRISTOWN; 2015-12-13 @ 05:22:04-Station:STA27;";19401;Fire: BUILDING FIRE;42351,22366;NORRISTOWN;MAIN ST & NOBLE ST;1
40.1148759;-75.3403903;"GREEN ST & E AIRY ST;  NORRISTOWN; Station 308A; 2015-12-13 @ 05:33:38;";19401;EMS: RESPIRATORY EMERGENCY;42351,23169;NORRISTOWN;GREEN ST & E AIRY ST;1
40.0742571;-75.3096950;"ELM ST & MAPLE ST;  CONSHOHOCKEN; Station 313A; 2015-12-13 @ 05:42:03;";19428;EMS: SUBJECT IN PAIN;42351,23753;CONSHOHOCKEN;ELM ST & MAPLE ST;1
40.1192674;-75.3579515;"LAFAYETTE ST & NOBLE ST; NORRISTOWN; 2015-12-13 @ 05:47:13;";19401;Traffic: VEHICLE ACCIDENT -;42351,24112;NORRISTOWN;LAFAYETTE ST & NOBLE ST;1
40.1585374;-75.2141231;"BETHLEHEM PIKE & ARGYLE AVE;  AMBLER; Station 351; 2015-12-13 @ 06:20:44;";19002;EMS: CARDIAC EMERGENCY;42351,2644;AMBLER;BETHLEHEM PIKE & ARGYLE AVE;1
40.1339362;-75.3450564;"LOCUST ST & LAUREL DR;  NORRISTOWN; Station 308A; 2015-12-13 @ 06:18:04;";19401;EMS: RESPIRATORY EMERGENCY;42351,26255;NORRISTOWN;LOCUST ST & LAUREL DR;1
40.2990759;-75.4545464;"HENDRICKS RD & BAGHURST ALY;  UPPER SALFORD; Station 331; 2015-12-13 @ 06:23:42;";19438;EMS: UNRESPONSIVE SUBJECT;42351,26646;UPPER SALFORD;HENDRICKS RD & BAGHURST ALY;1
40.3116295;-75.3310962;"SUMMIT ST & COLONIAL AVE;  FRANCONIA; Station 339; 2015-12-13 @ 06:28:12;";18964;EMS: SUBJECT IN PAIN;42351,26958;FRANCONIA;SUMMIT ST & COLONIAL AVE;1
40.2473287;-75.6472085;"CHARLOTTE ST & CHESTNUT ST;  POTTSTOWN; Station 329; 2015-12-13 @ 06:48:20;";19464;EMS: CVA/STROKE;42351,28356;POTTSTOWN;CHARLOTTE ST & CHESTNUT ST;1
40.2480104;-75.4476002;"ARBORDALE CIR & BENNINGTON DR;  SKIPPACK; Station 336; 2015-12-13 @ 06:47:36;";19473;EMS: FALL VICTIM;42351,28306;SKIPPACK;ARBORDALE CIR & BENNINGTON DR;1
40.2931687;-75.5160988;"BIG RD & NEIFFER RD; UPPER FREDERICK; 2015-12-13 @ 06:51:11;";18074;Traffic: VEHICLE ACCIDENT -;42351,28554;UPPER FREDERICK;BIG RD & NEIFFER RD;1
40.1559870;-75.1220540;"EASTON RD & FITZWATERTOWN RD; UPPER MORELAND; 2015-12-13 @ 06:52:47;";19090;Traffic: VEHICLE ACCIDENT -;42351,28666;UPPER MORELAND;EASTON RD & FITZWATERTOWN RD;1
40.4038215;-75.5056622;"RAILROAD ST;  EAST GREENVILLE; Station 369; 2015-12-13 @ 07:03:39;";18041;EMS: UNKNOWN MEDICAL EMERGENCY;42351,2942;EAST GREENVILLE;RAILROAD ST;1
40.0972222;-75.3761952;"SCHUYLKILL EXPY & RAMP I76 EB TO RT202 SB; UPPER MERION; 2015-12-13 @ 07:02:36;";;Traffic: DISABLED VEHICLE -;42351,29347;UPPER MERION;SCHUYLKILL EXPY & RAMP I76 EB TO RT202 SB;1
40.0972222;-75.3761952;"SCHUYLKILL EXPY & RAMP I76 EB TO RT202 SB; UPPER MERION; 2015-12-13 @ 07:02:52;";;Traffic: DISABLED VEHICLE -;42351,29366;UPPER MERION;SCHUYLKILL EXPY & RAMP I76 EB TO RT202 SB;1
40.1133649;-75.2144931;"VALLEY GREEN RD & BETHLEHEM PIKE; WHITEMARSH; 2015-12-13 @ 07:14:46-Station:STA29;";19031;Fire: ELECTRICAL FIRE OUTSIDE;42351,30192;WHITEMARSH;VALLEY GREEN RD & BETHLEHEM PIKE;1
40.1563852;-75.1124763;"YORK RD & LAKEVUE DR;  UPPER MORELAND; Station 381; 2015-12-13 @ 07:17:13;";19090;EMS: CVA/STROKE;42351,30362;UPPER MORELAND;YORK RD & LAKEVUE DR;1
40.1007482;-75.2151078;"WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; Station 311; 2015-12-13 @ 07:19:11;";19031;EMS: FALL VICTIM;42351,30499;SPRINGFIELD;WISSAHICKON AVE & ROSE LN;1
40.0919082;-75.3748157;"BRANDYWINE LN; UPPER MERION; 2015-12-13 @ 07:19:53-Station:STA47;";19406;Fire: GAS-ODOR/LEAK;42351,30547;UPPER MERION;BRANDYWINE LN;1
40.0956518;-75.2448770;"FOX HOUND DR & MARBLE HL;  WHITEMARSH; Station 318; 2015-12-13 @ 07:35:04;";19444;EMS: ABDOMINAL PAINS;42351,31602;WHITEMARSH;FOX HOUND DR & MARBLE HL;1
40.1868549;-75.2341407;"BRIDLE LN & WELLINGTON DR;  LOWER GWYNEDD; Station 351; 2015-12-13 @ 07:38:53;";19477;EMS: FALL VICTIM;42351,31867;LOWER GWYNEDD;BRIDLE LN & WELLINGTON DR;1
40.2797430;-75.2770721;"COWPATH RD & RR CROSSING; HATFIELD TOWNSHIP; 2015-12-13 @ 07:40:30;";;Traffic: VEHICLE ACCIDENT -;42351,31979;HATFIELD TOWNSHIP;COWPATH RD & RR CROSSING;1
40.1354373;-75.3187132;"BRANDYWINE LN & OLD DEKALB PIKE; UPPER MERION; 2015-12-13 @ 07:19:53-Station:STA47;";;Fire: GAS-ODOR/LEAK;42351,30547;UPPER MERION;BRANDYWINE LN & OLD DEKALB PIKE;1
40.2560369;-75.5927008;"BUCHERT RD & LAUREL WAY;  LOWER POTTSGROVE; Station 329; 2015-12-13 @ 07:42:44;";19464;EMS: ABDOMINAL PAINS;42351,32134;LOWER POTTSGROVE;BUCHERT RD & LAUREL WAY;1
40.1349890;-75.3477640;"CIRCLE DR & LOWER FARM RD;  NORRISTOWN; Station 308A; 2015-12-13 @ 07:46:46;";19403;EMS: UNKNOWN MEDICAL EMERGENCY;42351,32414;NORRISTOWN;CIRCLE DR & LOWER FARM RD;1
40.1130613;-75.1192289;"SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; Station 381; 2015-12-13 @ 08:03:40;";19046;EMS: HEAD INJURY;42351,33588;ABINGTON;SUSQUEHANNA RD & HUNTINGDON RD;1
40.1046836;-75.3713059;"CINNAMON HILL RD & N HENDERSON RD; UPPER MERION; 2015-12-13 @ 08:05:51-Station:STA47;";19406;Fire: GAS-ODOR/LEAK;42351,3374;UPPER MERION;CINNAMON HILL RD & N HENDERSON RD;1
40.1330371;-75.4084631;"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-13 @ 08:15:42;";19403;EMS: ALTERED MENTAL STATUS;42351,34424;LOWER PROVIDENCE;SHANNONDELL DR & SHANNONDELL BLVD;1
40.4090381;-75.5046263;"MAIN ST & E 5TH ST;  EAST GREENVILLE; Station 369; 2015-12-13 @ 08:14:35;";18041;EMS: GENERAL WEAKNESS;42351,34346;EAST GREENVILLE;MAIN ST & E 5TH ST;1
40.2170187;-75.4704433;"COUNTRYSIDE CT & CRANBERRY BLVD;  PERKIOMEN; Station 324; 2015-12-13 @ 08:20:37;";19426;EMS: CARDIAC EMERGENCY;42351,34765;PERKIOMEN;COUNTRYSIDE CT & CRANBERRY BLVD;1
40.1821003;-75.2177447;"NORRISTOWN RD & RADCLIFF LN;  LOWER GWYNEDD; Station 351; 2015-12-13 @ 08:19:49;";19002;EMS: RESPIRATORY EMERGENCY;42351,34709;LOWER GWYNEDD;NORRISTOWN RD & RADCLIFF LN;1
40.1330371;-75.4084631;"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-13 @ 08:31:04;";19403;EMS: CARDIAC EMERGENCY;42351,35491;LOWER PROVIDENCE;SHANNONDELL DR & SHANNONDELL BLVD;1
40.0986836;-75.1421767;"HIGHLAND AVE & MT CARMEL AVE;  ABINGTON; Station 383; 2015-12-13 @ 08:31:48;";19038;EMS: FRACTURE;42351,35542;ABINGTON;HIGHLAND AVE & MT CARMEL AVE;1
40.4030729;-75.4998641;"MAIN ST & CHURCH ST;  PENNSBURG; Station 369; 2015-12-13 @ 08:40:16;";18041;EMS: SUBJECT IN PAIN;42351,3613;PENNSBURG;MAIN ST & CHURCH ST;1
40.1905497;-75.1169789;"OAK HILL DR & CRAB APPLE LN;  HORSHAM; Station 352; 2015-12-13 @ 08:41:00;";19040;EMS: CARDIAC EMERGENCY;42351,36181;HORSHAM;OAK HILL DR & CRAB APPLE LN;1
40.1287009;-75.3392923;"ASTOR ST & WARREN ST;  NORRISTOWN; Station 308A; 2015-12-13 @ 08:42:51;";19401;EMS: GENERAL WEAKNESS;42351,36309;NORRISTOWN;ASTOR ST & WARREN ST;1
40.1433257;-75.4228190;"RT422  & PAWLINGS RD OVERPASS; LOWER PROVIDENCE; 2015-12-13 @ 08:56:23;";;Traffic: VEHICLE ACCIDENT -;42351,37249;LOWER PROVIDENCE;RT422  & PAWLINGS RD OVERPASS;1
40.1414828;-75.1171420;"MORELAND RD & EASTON RD;  ABINGTON; Station 381; 2015-12-13 @ 08:57:00;";19090;EMS: SYNCOPAL EPISODE;42351,37292;ABINGTON;MORELAND RD & EASTON RD;1
40.1433257;-75.4228190;"RT422  & PAWLINGS RD OVERPASS; LOWER PROVIDENCE; 2015-12-13 @ 08:56:23;";;Traffic: VEHICLE ACCIDENT -;42351,37249;LOWER PROVIDENCE;RT422  & PAWLINGS RD OVERPASS;1
40.2439300;-75.6310360;"HIGH ST & MONTGOMERY ST; POTTSTOWN; 2015-12-13 @ 09:03:57-Station:STA69;";19464;Fire: FIRE ALARM;42351,37774;POTTSTOWN;HIGH ST & MONTGOMERY ST;1
40.3077958;-75.2998221;"BETHLEHEM PIKE & TOWNSHIP LINE RD; HATFIELD TOWNSHIP; 2015-12-13 @ 09:12:31;";18964;Traffic: VEHICLE ACCIDENT -;42351,38369;HATFIELD TOWNSHIP;BETHLEHEM PIKE & TOWNSHIP LINE RD;1
40.1247752;-75.2931878;"GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; Station 308; 2015-12-13 @ 09:16:54;";19462;EMS: NAUSEA/VOMITING;42351,38674;PLYMOUTH;GERMANTOWN PIKE & HALLOWELL RD;1
40.2703309;-75.3022314;"SPRUCE DR & TULIP DR;  HATFIELD TOWNSHIP; Station 345; 2015-12-13 @ 09:16:26;";19440;EMS: MEDICAL ALERT ALARM;42351,38641;HATFIELD TOWNSHIP;SPRUCE DR & TULIP DR;1
40.4030729;-75.4998641;"MAIN ST & CHURCH ST;  PENNSBURG; Station 369; 2015-12-13 @ 09:22:07;";18041;EMS: NAUSEA/VOMITING;42351,39036;PENNSBURG;MAIN ST & CHURCH ST;1
40.0766793;-75.1444028;"ASHBOURNE RD & SPRING AVE; CHELTENHAM; 2015-12-13 @ 09:35:41-Station:STA2;";19027;Fire: FIRE ALARM;42351,39978;CHELTENHAM;ASHBOURNE RD & SPRING AVE;1
40.1075983;-75.3234694;"RICHARDSON ST & CHESTNUT ST;  PLYMOUTH; Station 308A; 2015-12-13 @ 09:33:32;";19462;EMS: CARDIAC EMERGENCY;42351,39829;PLYMOUTH;RICHARDSON ST & CHESTNUT ST;1
40.0864020;-75.2355959;"GERMANTOWN PIKE & THOMAS RD; SPRINGFIELD; 2015-12-13 @ 09:32:44-Station:STA6;";19444;Fire: FIRE ALARM;42351,39773;SPRINGFIELD;GERMANTOWN PIKE & THOMAS RD;1
40.2338119;-75.2345102;"GENERAL HANCOCK BLVD & ANTHONY CT; MONTGOMERY; 2015-12-13 @ 09:47:35-Station:STA18;";19454;Fire: FIRE ALARM;42351,40804;MONTGOMERY;GENERAL HANCOCK BLVD & ANTHONY CT;1
40.0883549;-75.3821004;"DEKALB PIKE & ALLENDALE RD; UPPER MERION; 2015-12-13 @ 09:50:15;";19406;Traffic: VEHICLE ACCIDENT -;42351,4099;UPPER MERION;DEKALB PIKE & ALLENDALE RD;1
40.0761324;-75.1618936;"CHELTENHAM AVE & GREENWOOD ST; CHELTENHAM; 2015-12-13 @ 09:22:14;";19095;Traffic: HAZARDOUS ROAD CONDITIONS -;42351,39044;CHELTENHAM;CHELTENHAM AVE & GREENWOOD ST;1
40.1700093;-75.2227144;"BETHLEHEM PIKE & ALENE RD; LOWER GWYNEDD; 2015-12-13 @ 10:03:10-Station:STA7;";19002;Fire: GAS-ODOR/LEAK;42351,41887;LOWER GWYNEDD;BETHLEHEM PIKE & ALENE RD;1
40.2020579;-75.2554801;"DEKALB PIKE & SUMNEYTOWN PIKE;  LOWER GWYNEDD; Station 351; 2015-12-13 @ 10:10:20;";19002;EMS: UNCONSCIOUS SUBJECT;42351,42384;LOWER GWYNEDD;DEKALB PIKE & SUMNEYTOWN PIKE;1
40.2322076;-75.3116069;"VALLEY FORGE RD & MCAULIFFE LN;  UPPER GWYNEDD; Station 345B; 2015-12-13 @ 10:16:18;";19446;EMS: ABDOMINAL PAINS;42351,42799;UPPER GWYNEDD;VALLEY FORGE RD & MCAULIFFE LN;1
40.0812601;-75.1370254;"MATHER WAY & COMPOUND 19;  CHELTENHAM; Station 358; 2015-12-13 @ 10:18:31;";;EMS: FEVER;42351,42953;CHELTENHAM;MATHER WAY & COMPOUND 19;1
40.2541003;-75.3388642;"DOCK DR & DETWILER RD;  TOWAMENCIN; Station 345B; 2015-12-13 @ 10:24:26;";19446;EMS: SUBJECT IN PAIN;42351,43363;TOWAMENCIN;DOCK DR & DETWILER RD;1
40.2541003;-75.3388642;"DOCK DR & DETWILER RD;  TOWAMENCIN; Station 345B; 2015-12-13 @ 10:24:26;";19446;EMS: SUBJECT IN PAIN;42351,43363;TOWAMENCIN;DOCK DR & DETWILER RD;1
40.0643110;-75.3528628;"ARDEN RD & JOEL DR;  UPPER MERION; Station 317; 2015-12-13 @ 10:30:57;";19087;EMS: UNCONSCIOUS SUBJECT;42351,43816;UPPER MERION;ARDEN RD & JOEL DR;1
40.1058897;-75.0847407;"HUNTINGDON PIKE & MOREDON RD; ABINGTON; 2015-12-13 @ 10:31:43-Station:STA200;";19006;Fire: FIRE ALARM;42351,43869;ABINGTON;HUNTINGDON PIKE & MOREDON RD;1
40.2914851;-75.6547195;"PINEFORD RD & FARVIEW LN;  UPPER POTTSGROVE; Station 332; 2015-12-13 @ 10:35:06;";19464;EMS: FALL VICTIM;42351,44104;UPPER POTTSGROVE;PINEFORD RD & FARVIEW LN;1
40.1102019;-75.1805826;"RED OAK RD & COUNTRY CLUB DR;  SPRINGFIELD; Station 311; 2015-12-13 @ 10:34:30;";19075;EMS: MEDICAL ALERT ALARM;42351,44063;SPRINGFIELD;RED OAK RD & COUNTRY CLUB DR;1
40.2669707;-75.2543209;"BETHLEHEM PIKE & N BROAD ST; HATFIELD TOWNSHIP; 2015-12-13 @ 10:31:27;";19446;Traffic: VEHICLE ACCIDENT -;42351,43851;HATFIELD TOWNSHIP;BETHLEHEM PIKE & N BROAD ST;1
40.1102019;-75.1805826;"RED OAK RD & COUNTRY CLUB DR;  SPRINGFIELD; Station 311; 2015-12-13 @ 10:34:30;";19075;EMS: MEDICAL ALERT ALARM;42351,44063;SPRINGFIELD;RED OAK RD & COUNTRY CLUB DR;1
40.1192546;-75.2362381;"MITCHELL CT & DEAD END;  WHITEMARSH; Station 318; 2015-12-13 @ 10:36:22;";;EMS: RESPIRATORY EMERGENCY;42351,44192;WHITEMARSH;MITCHELL CT & DEAD END;1
40.2299606;-75.3138546;"BRITTANY PT & VALLEY FORGE RD;  UPPER GWYNEDD; Station 345B; 2015-12-13 @ 10:42:24;";19446;EMS: GENERAL WEAKNESS;42351,44611;UPPER GWYNEDD;BRITTANY PT & VALLEY FORGE RD;1
40.2713883;-75.2570392;"BETHLEHEM PIKE & JANES LN;  HATFIELD TOWNSHIP; Station 345; 2015-12-13 @ 10:51:47;";18915;EMS: VEHICLE ACCIDENT;42351,45263;HATFIELD TOWNSHIP;BETHLEHEM PIKE & JANES LN;1
40.2713883;-75.2570392;"BETHLEHEM PIKE & JANES LN; HATFIELD TOWNSHIP; 2015-12-13 @ 10:52:11;";18915;Traffic: VEHICLE ACCIDENT -;42351,45291;HATFIELD TOWNSHIP;BETHLEHEM PIKE & JANES LN;1
40.0542357;-75.2751987;"RIVERVIEW RD & SYLVAN LN;  LOWER MERION; Station 313A; 2015-12-13 @ 10:58:41;";19035;EMS: FRACTURE;42351,45742;LOWER MERION;RIVERVIEW RD & SYLVAN LN;1
40.3210371;-75.5921952;"MULBERRY LN & WESTBURY DR; DOUGLASS; 2015-12-13 @ 11:04:43-Station:STA67;";19525;Fire: CARBON MONOXIDE DETECTOR;42351,46161;DOUGLASS;MULBERRY LN & WESTBURY DR;1
40.2101703;-75.2174953;"LOWER STATE RD & SQUIRE DR;  HORSHAM; Station 352; 2015-12-13 @ 11:01:56;";19002;EMS: GENERAL WEAKNESS;42351,45968;HORSHAM;LOWER STATE RD & SQUIRE DR;1
40.0889580;-75.4083470;"GODDARD BLVD & N GULPH RD; UPPER MERION; 2015-12-13 @ 11:09:06-Station:STA47;";19406;Fire: FIRE INVESTIGATION;42351,46465;UPPER MERION;GODDARD BLVD & N GULPH RD;1
40.1456253;-75.1747499;"SUSQUEHANNA RD & WATER TOWER DR;  UPPER DUBLIN; Station 351; 2015-12-13 @ 11:12:54;";19025;EMS: CARDIAC EMERGENCY;42351,46729;UPPER DUBLIN;SUSQUEHANNA RD & WATER TOWER DR;1
40.2799383;-75.6045789;"BLEIM RD & N CHARLOTTE ST;  LOWER POTTSGROVE; Station 329; 2015-12-13 @ 11:20:48;";19464;EMS: HEAD INJURY;42351,47278;LOWER POTTSGROVE;BLEIM RD & N CHARLOTTE ST;1
40.2830545;-75.5508419;"SAMANTHA WAY & ST VICTORIA DR;  NEW HANOVER; Station 332; 2015-12-13 @ 11:19:04;";19525;EMS: RESPIRATORY EMERGENCY;42351,47157;NEW HANOVER;SAMANTHA WAY & ST VICTORIA DR;1
40.1530988;-75.2173292;"PARK AVE & WILLOW ALY;  AMBLER; Station 351; 2015-12-13 @ 11:19:54;";19002;EMS: DIZZINESS;42351,47215;AMBLER;PARK AVE & WILLOW ALY;1
40.0744990;-75.1295380;"OLD YORK RD & CHELTEN HILLS DR; CHELTENHAM; 2015-12-13 @ 11:19:54;";19027;Traffic: VEHICLE ACCIDENT -;42351,47215;CHELTENHAM;OLD YORK RD & CHELTEN HILLS DR;1
40.0744990;-75.1295380;"OLD YORK RD & CHELTEN HILLS DR; CHELTENHAM; 2015-12-13 @ 11:19:54;";19027;Traffic: VEHICLE ACCIDENT -;42351,47215;CHELTENHAM;OLD YORK RD & CHELTEN HILLS DR;1
40.2449588;-75.2433330;"BETHLEHEM PIKE & VILSMEIER RD; MONTGOMERY; 2015-12-13 @ 11:30:32;";19454;Traffic: VEHICLE ACCIDENT -;42351,47954;MONTGOMERY;BETHLEHEM PIKE & VILSMEIER RD;1
40.2394356;-75.2362381;"COSTCO DR; MONTGOMERY; 2015-12-13 @ 11:35:19-Station:STA18;";;Fire: GAS-ODOR/LEAK;42351,48286;MONTGOMERY;COSTCO DR;1
